word,vector
6663,"[-0.02897026389837265,0.007582515943795443,-0.14455875754356384,-0.08975856006145477,-0.005665618926286697]"
5108,"[-0.06443023681640625,-0.13081014156341553,0.05025017634034157,0.05169738829135895,-0.016439203172922134]"
6217,"[-0.1799902319908142,0.008567810989916325,-0.314005047082901,-0.0995199903845787,0.04271453246474266]"
3983,"[-0.005717901512980461,-0.008111855946481228,0.02585017867386341,-0.054916996508836746,0.043149277567863464]"
986,"[-0.0036054484080523252,-0.12283425033092499,-0.0013832421973347664,0.11553682386875153,0.042418137192726135]"
93766,"[-0.08780908584594727,-0.05689171701669693,0.03589216247200966,0.07747787982225418,0.09497234970331192]"
6285,"[-0.24969379603862762,-0.0978088527917862,-0.2926340401172638,-0.05248699337244034,0.14001470804214478]"
482,"[0.06644974648952484,0.01762673631310463,0.010479401797056198,-0.1288299262523651,-0.12650486826896667]"
4067,"[0.08115499466657639,-0.11741040647029877,0.04554370418190956,-0.04900706931948662,0.09861155599355698]"
93855,"[0.0700521394610405,-0.08533600717782974,0.04528120160102844,0.042635202407836914,0.0015503657050430775]"
558,"[0.1336248517036438,0.015929821878671646,0.08181092143058777,-0.00829215720295906,-0.0644882544875145]"
144210,"[-0.0985967293381691,0.028184590861201286,0.04858436807990074,-0.08168753981590271,-0.06538991630077362]"
8147,"[0.03795685991644859,0.01762753166258335,-0.14693967998027802,0.08975593745708466,0.03734171763062477]"
2112,"[0.08247078955173492,0.030687224119901657,-0.07628385722637177,0.043497033417224884,0.03479398787021637]"
1730,"[-0.012653978541493416,0.10057815909385681,0.01989380642771721,0.02801436558365822,0.042940981686115265]"
3241,"[0.0006682671955786645,-0.12002537399530411,0.011312565766274929,-0.10334406793117523,-0.03686990216374397]"
34332,"[-0.043826907873153687,0.0021429467014968395,0.013470591977238655,0.039952151477336884,-0.06573472172021866]"
71131,"[-0.14013849198818207,-0.11413717269897461,-0.13785874843597412,0.0443207211792469,0.027102908119559288]"
1633,"[0.06772217154502869,0.050560362637043,0.014509940519928932,0.0741870179772377,0.04938104748725891]"
7015,"[0.001669841818511486,-0.07700229436159134,0.06595693528652191,0.009384606033563614,0.049361128360033035]"
7382,"[-0.06677456945180893,-0.08033066987991333,-0.10356123745441437,-0.04450174421072006,0.043536022305488586]"
1019,"[0.2612704336643219,-0.0845489352941513,0.023403350263834,0.11992404609918594,0.046630632132291794]"
506,"[-0.07069489359855652,0.09006398916244507,-0.09240631014108658,0.046114955097436905,-0.011723630130290985]"
160,"[-0.25001734495162964,0.22141483426094055,0.14587154984474182,-0.09946189075708389,-0.26236435770988464]"
1049,"[0.2514607012271881,0.13133348524570465,0.008178381249308586,0.07817484438419342,-0.16809144616127014]"
84156,"[-0.09392528980970383,-0.03009365126490593,0.022226344794034958,0.06482265889644623,0.004112212918698788]"
6452,"[-0.08512167632579803,0.009233906865119934,-0.03749784082174301,-0.07413920760154724,0.012988375499844551]"
3221,"[0.06975942105054855,-0.005877385381609201,-0.10667427629232407,-0.11744552105665207,0.02470775693655014]"
2362,"[0.05575719103217125,0.08884941786527634,-0.002308206632733345,0.02828351780772209,-0.04316322132945061]"
90866,"[-0.23450671136379242,-0.05199816823005676,-0.43613001704216003,0.1123412549495697,0.1147039607167244]"
562,"[0.3983394205570221,0.14510565996170044,-0.014290926046669483,-0.2478206902742386,-0.19903472065925598]"
1274,"[-0.0805853009223938,0.42296093702316284,-0.30779126286506653,0.5443076491355896,-0.54719477891922]"
1377,"[-0.10958439856767654,0.24299876391887665,-0.06884009391069412,0.32485660910606384,-0.23240339756011963]"
31364,"[0.03243710845708847,0.023925213143229485,-0.13052386045455933,0.09225065261125565,0.055266957730054855]"
969,"[0.3054940700531006,0.016030674800276756,0.04766162857413292,0.3608936071395874,-0.08157256245613098]"
110102,"[-0.2934354245662689,-0.10635193437337875,-0.21834798157215118,-0.08765847980976105,0.09872645884752274]"
531,"[0.16564220190048218,0.16485191881656647,-0.08091600239276886,-0.17649556696414948,-0.22050482034683228]"
3190,"[-0.09113011509180069,0.07095437496900558,0.04763166978955269,-0.06343037635087967,-0.04184596240520477]"
3715,"[-0.038771674036979675,0.008200219832360744,0.056754566729068756,-0.08405414968729019,0.016811124980449677]"
6021,"[-0.020938493311405182,0.004272273741662502,-0.07789868861436844,-0.11596950888633728,-0.03605338931083679]"
60756,"[-0.10693448781967163,0.07142244279384613,-0.4548756182193756,-0.17008374631404877,0.046444475650787354]"
32596,"[0.05041467025876045,-0.08211606740951538,-0.07013091444969177,-0.04211217537522316,-0.03836336359381676]"
91353,"[-0.0771387591958046,0.08051060885190964,-0.08266962319612503,0.0942722037434578,-0.022711800411343575]"
1337,"[-0.07967416942119598,0.02713916264474392,0.017382336780428886,0.06699290126562119,-0.013691913336515427]"
4039,"[-0.06144120171666145,-0.01908409409224987,-0.0745214894413948,-0.07686161249876022,-0.08036109060049057]"
77177,"[0.07615422457456589,-0.10656680911779404,-0.09535793960094452,-0.07041478902101517,-0.03928985074162483]"
7265,"[-0.14402687549591064,0.11540151387453079,-0.17679351568222046,0.009669622406363487,0.10293310135602951]"
7034,"[-0.1417679339647293,0.0010042055509984493,-0.23224182426929474,0.04230678826570511,0.17301425337791443]"
4439,"[-0.13437148928642273,-0.0727580338716507,-0.09247894585132599,0.0016240922268480062,0.0689568743109703]"
7046,"[-0.06029077619314194,0.017396848648786545,0.010533157736063004,-0.011145571246743202,0.12531089782714844]"
1641,"[-0.19351330399513245,0.09526461362838745,-0.09428863227367401,0.1858430802822113,-0.16645890474319458]"
7981,"[-0.28787797689437866,-0.15903450548648834,-0.3769679367542267,-0.22456859052181244,0.12085064500570297]"
8195,"[-0.058457955718040466,-0.09899140149354935,-0.030341055244207382,-0.12066899240016937,-0.07921883463859558]"
62836,"[-0.007530686445534229,-0.04690241813659668,0.01974562741816044,-0.054203785955905914,0.05397288501262665]"
2358,"[-0.029817786067724228,-0.01383153721690178,0.04221783205866814,0.06368409097194672,-0.03930266946554184]"
187,"[0.03744525834918022,0.010956253856420517,0.11295678466558456,0.01902388222515583,0.06159699708223343]"
42734,"[-0.005622454918920994,-0.0368742011487484,0.009288804605603218,0.06120167300105095,0.05127743259072304]"
79293,"[-0.028674283996224403,-0.05708128958940506,-0.1305946409702301,0.07003390789031982,0.03852952644228935]"
76251,"[-0.21222564578056335,-0.2356453835964203,-0.4069114029407501,-0.012307882308959961,0.2925654351711273]"
6093,"[0.01252196729183197,-0.09383943676948547,-0.08723490685224533,-0.06544933468103409,0.014031821861863136]"
106002,"[-0.142129585146904,0.031166579574346542,-0.13864989578723907,-0.019784852862358093,0.13700023293495178]"
2951,"[0.3964610695838928,-0.16095584630966187,-0.20232827961444855,0.05092843621969223,0.5063945055007935]"
55363,"[0.11966780573129654,-0.035251688212156296,-0.018405379727482796,-0.053250208497047424,0.0943184494972229]"
26116,"[-0.05838905647397041,0.057691749185323715,-0.1294158399105072,-0.03275187686085701,-0.0707109123468399]"
6322,"[0.03562602400779724,0.013298050500452518,-0.06813960522413254,-0.04402294382452965,0.05854632705450058]"
7649,"[-0.11278671771287918,-0.07028240710496902,-0.19570213556289673,-0.14727871119976044,0.039297714829444885]"
748,"[0.2285630702972412,0.0684569776058197,0.07489844411611557,-0.11098799109458923,-0.11226355284452438]"
171,"[-0.0006958357989788055,-0.05549207329750061,0.18076786398887634,0.03949161246418953,-0.1141732856631279]"
120138,"[-0.11771900206804276,0.09192686527967453,-0.14334499835968018,-0.01321130059659481,-0.043714240193367004]"
3698,"[-0.09354499727487564,-0.11410823464393616,-0.3013128340244293,-0.05326874181628227,0.14783677458763123]"
6296,"[-0.1526442915201187,-0.0939217358827591,-0.14964663982391357,-0.0584968626499176,0.12597623467445374]"
6436,"[-0.00010620011016726494,0.00510341115295887,0.0359889417886734,0.03221245855093002,0.018078314140439034]"
345,"[0.027952760457992554,0.6478312015533447,0.18805977702140808,-0.5639711022377014,-0.3042851686477661]"
115210,"[-0.25603362917900085,-0.2846969664096832,-0.087887704372406,-0.10836885124444962,-0.014240297488868237]"
41527,"[-0.11848197132349014,-0.09585267305374146,-0.11629144847393036,-0.03331058472394943,-0.020166270434856415]"
165,"[-0.7892562747001648,0.7171026468276978,0.6994397044181824,-0.6570370197296143,-0.48307791352272034]"
6178,"[0.006578833796083927,0.04980304837226868,0.022791514173150063,-0.0510905385017395,0.11715248972177505]"
1753,"[-0.0027082154992967844,0.06268039345741272,-0.0654425323009491,0.017255861312150955,0.004077767953276634]"
4886,"[0.08643484115600586,-0.09128694981336594,-0.2894233167171478,-0.1451161801815033,0.4845607280731201]"
235,"[-0.3986286222934723,0.630268931388855,0.5578160881996155,-0.5665197372436523,-0.26107752323150635]"
107447,"[0.049474261701107025,-0.10072122514247894,0.015527738258242607,0.05253647640347481,-0.06691078096628189]"
835,"[-0.09502462297677994,0.02583843097090721,0.058917734771966934,0.0002647144137881696,0.050540316849946976]"
1228,"[0.06645814329385757,0.676412045955658,-0.10047408193349838,0.8444509506225586,-0.8139749765396118]"
6711,"[-0.34014591574668884,0.016098085790872574,-0.30375581979751587,-0.1867104023694992,0.7900750637054443]"
103335,"[-0.3278898298740387,-0.059794072061777115,-0.432974636554718,0.005090017803013325,-0.00810001976788044]"
3819,"[-0.01722031831741333,-0.015761984512209892,-0.10934967547655106,-0.028069909662008286,0.03995801880955696]"
67087,"[-0.25901904702186584,-0.15317389369010925,-0.1907365471124649,-0.07674556970596313,0.05860670283436775]"
5485,"[-0.05316377431154251,-0.07562409341335297,-0.009055543690919876,-0.02578459307551384,-0.061235807836055756]"
4078,"[-0.02305416204035282,-0.05526096746325493,-0.008123422041535378,0.0038083428516983986,-0.02555311843752861]"
1277,"[0.040392376482486725,0.295943021774292,-0.35220760107040405,0.41657131910324097,-0.4228210151195526]"
1344,"[-0.012501223012804985,0.017513571307063103,-0.13980808854103088,0.22358602285385132,-0.10771612077951431]"
45668,"[-0.027844920754432678,-0.04334942251443863,-0.06483225524425507,0.09908584505319595,-0.022642213851213455]"
374,"[-0.059023916721343994,-0.004409151151776314,-0.07546401023864746,-0.03647690266370773,0.054638560861349106]"
708,"[0.5001545548439026,0.06797200441360474,0.1474771797657013,-0.21352669596672058,-0.150007963180542]"
1349,"[-0.08774714171886444,0.050745587795972824,-0.06859546899795532,0.048285745084285736,0.003544687293469906]"
26366,"[-0.042163118720054626,0.04239797964692116,-0.17357602715492249,0.018283693119883537,0.09603511542081833]"
95690,"[-0.06110159680247307,-0.03380192443728447,-0.16408006846904755,0.0018544995691627264,-0.06662280857563019]"
4372,"[-0.016380544751882553,0.040317315608263016,-0.0656588077545166,-0.11090779304504395,0.03302524983882904]"
167634,"[-0.16107779741287231,-0.09579703211784363,-0.23627327382564545,0.06342454254627228,0.09285847842693329]"
7116,"[0.06256277859210968,0.06184781342744827,-0.019019734114408493,-0.08889075368642807,-0.005948532372713089]"
6003,"[0.032381147146224976,-0.09038985520601273,-0.05525217950344086,-0.024754304438829422,0.1897784024477005]"
42946,"[-0.07919177412986755,-0.0022591331508010626,-0.036997172981500626,-0.10045348852872849,0.0029937259387224913]"
94661,"[-0.046488597989082336,0.038117438554763794,-0.11274130642414093,-0.011092590168118477,0.1427653431892395]"
4203,"[-0.07621096819639206,0.07127886265516281,-0.21709740161895752,-0.043829839676618576,0.01207667589187622]"
4006,"[0.04643232375383377,-0.00834488682448864,-0.12121957540512085,-0.1141505166888237,-0.02597663551568985]"
7149,"[-0.20210550725460052,-0.06419040262699127,-0.0938161239027977,-0.024097884073853493,0.12673655152320862]"
3568,"[0.005941006354987621,0.06697039306163788,0.009236442856490612,-0.03604165464639664,0.11447582393884659]"
52722,"[-0.11737295240163803,0.009753316640853882,-0.09648020565509796,0.06567610800266266,-0.007237639278173447]"
64620,"[-0.135114386677742,-0.09351144731044769,-0.20935747027397156,-0.05065125972032547,-0.04848933964967728]"
170993,"[-0.12412473559379578,-0.07279515266418457,-0.0874423012137413,0.004759753122925758,-0.027034088969230652]"
4700,"[0.016259752213954926,-0.049118395894765854,-0.1552313268184662,-0.04790666699409485,0.026681791990995407]"
3267,"[-0.02329365722835064,-0.0691276416182518,-0.16133777797222137,-0.12435870617628098,0.05004352331161499]"
71302,"[-0.10760795325040817,-0.06105772405862808,-0.11583298444747925,-0.05198200047016144,0.05244404450058937]"
886,"[-0.08247670531272888,-0.11599169671535492,-0.10110525786876678,-0.10878729820251465,0.08469807356595993]"
97836,"[-0.02110450528562069,0.04623736813664436,-0.030568374320864677,0.09239546209573746,-0.04910780116915703]"
27408,"[-0.00277835875749588,-0.10599850118160248,-0.04315169155597687,-0.03745386376976967,-0.0844295546412468]"
53953,"[0.020847667008638382,-0.13668248057365417,-0.25420868396759033,-0.0574304424226284,0.1398342251777649]"
5092,"[-0.0013836435973644257,0.02335851453244686,0.04193151742219925,-0.010760616511106491,0.12357372045516968]"
7101,"[0.0008777379989624023,0.007507734932005405,-0.10125315934419632,0.08765308558940887,0.08639808744192123]"
3801,"[-0.10409567505121231,-0.04470383748412132,-0.021220166236162186,-0.08795531839132309,0.05421166867017746]"
663,"[0.14720949530601501,0.02648640051484108,0.11213921010494232,-0.11074677109718323,0.0595603883266449]"
6656,"[-0.179155170917511,-0.05413780361413956,-0.12194237112998962,-0.11841142177581787,-0.04119180142879486]"
63436,"[-0.0419512614607811,-0.02555445022881031,-0.14021442830562592,0.03869406506419182,-0.024150043725967407]"
26237,"[0.02251901477575302,-0.03115120157599449,-0.0897865816950798,0.047987475991249084,0.06714591383934021]"
5075,"[0.021629661321640015,0.0001192345516756177,-0.12930136919021606,0.009382721036672592,0.05537586286664009]"
1767,"[-0.09792289137840271,0.09635278582572937,-0.04558432102203369,0.006230277009308338,0.014825236052274704]"
168248,"[-0.1326148509979248,-0.14780518412590027,-0.2920091152191162,-0.031368009746074677,0.08921775221824646]"
56563,"[0.06473410129547119,0.0005690653342753649,0.062258392572402954,0.07224723696708679,-0.051668956875801086]"
1627,"[-0.07156048715114594,-0.005297515541315079,-0.13712233304977417,0.0014247767394408584,-0.088654525578022]"
37729,"[-0.2017851620912552,-0.026928691193461418,-0.32411444187164307,0.003850175067782402,0.1295584738254547]"
72407,"[-0.05172973871231079,-0.0573984757065773,-0.012049483135342598,-0.08949238061904907,-0.028462544083595276]"
3481,"[0.15253707766532898,-0.12345673143863678,-0.42898231744766235,-0.15436206758022308,0.1859535127878189]"
188751,"[0.00952184945344925,-0.0881744772195816,-0.04658949375152588,-0.015237843617796898,-0.008885074406862259]"
92,"[-0.06035945564508438,0.008457876741886139,-0.06782303005456924,-0.02988404966890812,-0.002236627507954836]"
6583,"[-0.0629001185297966,0.05118580162525177,-0.0027422294951975346,-0.030747948214411736,0.06982092559337616]"
4380,"[-0.1245613843202591,-0.033485833555459976,-0.2131863683462143,-0.13310383260250092,0.10258181393146515]"
6775,"[0.06709016859531403,-0.08752035349607468,0.07155147194862366,-0.007829759269952774,0.04233293607831001]"
4759,"[-0.06249687448143959,-0.03347562253475189,-0.0818161889910698,-0.037173327058553696,0.08823636919260025]"
1266,"[-0.050832584500312805,0.6983187794685364,-0.45350271463394165,0.722928524017334,-0.8535746335983276]"
6890,"[-0.14603620767593384,-0.05664379522204399,-0.18887083232402802,-0.10866661369800568,0.14989899098873138]"
58303,"[0.027329888194799423,-0.0026355190202593803,-0.14716912806034088,-0.03525364771485329,0.01799716055393219]"
